iter	RMSE
322	3.841617028
323	3.834724619
324	3.833328723
325	3.830537709
326	3.825912849
327	3.821309665
328	3.8183521
329	3.815592223
330	3.810278896
331	3.809703599
332	3.804727018
333	3.798224176
334	3.791642137
335	3.788326989
336	3.785581908
337	3.781746401
338	3.779446854
339	3.776159189
340	3.773498255
341	3.766006902
342	3.760797692
343	3.756388612
344	3.752336734
345	3.747236125
346	3.745437864
347	3.742755967
348	3.733276839
349	3.732382312
350	3.726168614
351	3.723418097
352	3.717477441
353	3.712571502
354	3.71141365
355	3.705938789
356	3.700582486
357	3.697115931
358	3.693686113
359	3.691471685
360	3.687713174
361	3.683744687
362	3.679609709
363	3.676608219
364	3.676004494
365	3.674160871
366	3.668168717
367	3.658945883
368	3.654294342
369	3.651363964
370	3.65038314
371	3.64621573
372	3.641705126
373	3.632965375
374	3.629843271
375	3.629310478
376	3.626272808
377	3.617450953
378	3.615502766
379	3.613024646
380	3.609776203
381	3.604721952
382	3.600740952
383	3.600359453
384	3.599923088
385	3.597163982
386	3.591615585
387	3.589524375
388	3.585653956
389	3.583366058
390	3.58101066
391	3.579222385
392	3.57530949
393	3.571164541
394	3.566130409
395	3.563354759
396	3.556427167
397	3.552478173
398	3.547677327
399	3.546180332
400	3.54553312
401	3.544063211
402	3.538795883
403	3.535893392
404	3.532597721
405	3.527551918
406	3.527001848
407	3.523521491
408	3.515980752
409	3.512979214
410	3.512330274
411	3.508724806
412	3.506071316
413	3.505660708
414	3.501375089
415	3.497821745
416	3.4933465
417	3.490741
418	3.489703945
419	3.482789682
420	3.480114208
421	3.475398402
422	3.473204856
423	3.4695712
424	3.466504262
425	3.464219186
426	3.461512216
427	3.45856577
428	3.452913493
429	3.4480417
430	3.445938452
431	3.44553551
432	3.443761064
433	3.439506972
434	3.439139848
435	3.436544048
436	3.433583501
437	3.432030664
438	3.429634826
439	3.429027317
440	3.424611057
441	3.423527079
442	3.422210001
443	3.419842662
444	3.416423635
445	3.413442143
446	3.407773217
447	3.404068164
448	3.401916652
449	3.400506035
450	3.39778597
451	3.39341277
452	3.391787249
453	3.385995393
454	3.384397738
455	3.382508634
456	3.377803957
457	3.376752701
458	3.376493164
459	3.373118693
460	3.369516488
461	3.368544024
462	3.362467202
463	3.36006923
464	3.354193472
465	3.353190012
466	3.349283884
467	3.346998615
468	3.345317432
469	3.340041895
470	3.33917925
471	3.335454986
472	3.33504315
473	3.329603079
474	3.326523917
475	3.321999906
476	3.319028225
477	3.317284092
478	3.314310443
479	3.31193196
480	3.311068824
481	3.307874086
482	3.301712896
483	3.296097954
484	3.292936407
485	3.288421648
486	3.288030332
487	3.284066867
488	3.279214622
489	3.275578178
490	3.273258157
491	3.272663799
492	3.26830776
493	3.266653535
494	3.263019949
495	3.259562458
496	3.256779555
497	3.255329974
498	3.250430024
499	3.246034192
500	3.244921664
501	3.244000339
502	3.24269446
503	3.23589832
504	3.233793345
505	3.231865721
506	3.228785047
507	3.224106866
508	3.222743901
509	3.219751381
510	3.213816128
511	3.209352528
512	3.207232558
513	3.202577734
514	3.198863466
515	3.191816837
516	3.187334373
517	3.183992406
518	3.178401357
519	3.174959737
520	3.173280273
521	3.171899904
522	3.168760492
523	3.168070123
524	3.165633364
525	3.164285482
526	3.163696059
527	3.161011056
528	3.156823406
529	3.150094773
530	3.147834268
531	3.143523734
532	3.141400901
533	3.134878619
534	3.134535127
535	3.13340177
536	3.131379282
537	3.130394682
538	3.124549805
539	3.121638785
540	3.117273474
541	3.11302316
542	3.1099686
543	3.106777224
544	3.10336802
545	3.101269245
546	3.096133525
547	3.092141458
548	3.090599768
549	3.086553131
550	3.083395313
551	3.078073616
552	3.075357818
553	3.072008317
554	3.07153702
555	3.067490701
556	3.061437917
557	3.058958293
558	3.055240038
559	3.054865242
560	3.053682073
561	3.050954603
562	3.050561677
563	3.047488478
564	3.044792815
565	3.037129833
566	3.034878738
567	3.032660126
568	3.029640039
569	3.026810539
570	3.026373349
571	3.025462796
572	3.021260738
573	3.019053352
574	3.017532938
575	3.015862786
576	3.013124256
577	3.006325383
578	3.003064483
579	3.000261289
580	2.998279854
581	2.994629295
582	2.991004729
583	2.988139081
584	2.9869582
585	2.983388175
586	2.980388774
587	2.978513748
588	2.977653754
589	2.970861078
590	2.967468786
591	2.961660401
592	2.959226545
593	2.958845426
594	2.954406104
595	2.952027677
596	2.948378789
597	2.947909178
598	2.947467878
599	2.94509407
600	2.941329366
601	2.934115707
602	2.931012337
603	2.928552311
604	2.927036667
605	2.925134595
606	2.924694394
607	2.923048887
608	2.920544829
609	2.920129307
610	2.919873284
611	2.919613468
612	2.919413832
613	2.91638203
614	2.9134554
615	2.913132778
616	2.910831796
617	2.910442317
618	2.908647554
619	2.907607785
620	2.906282673
621	2.90067959
622	2.899888937
623	2.895223485
624	2.894822736
625	2.892607229
626	2.889590108
627	2.888503421
628	2.886396227
629	2.884305473
630	2.882675666
631	2.876686787
632	2.875233546
633	2.872487418
634	2.869165792
635	2.867324909
636	2.865144039
637	2.864805358
638	2.863045089
639	2.861609066
640	2.859095569
641	2.856947039
642	2.852422861
643	2.849722805
644	2.846782015
645	2.846307341
646	2.83925343
647	2.835473158
648	2.830739983
649	2.827819146
650	2.826041838
651	2.82485032
652	2.819735662
653	2.817442209
654	2.813598367
655	2.811127143
656	2.810791388
657	2.807247016
658	2.805145564
659	2.800042341
660	2.798253235
661	2.797129737
662	2.796353031
663	2.793840853
664	2.789653348
665	2.784688962
666	2.782493046
667	2.782205121
668	2.778349828
669	2.778062762
670	2.775806186
671	2.771984717
672	2.770781445
673	2.767177576
674	2.764449149
675	2.761395909
676	2.758777581
677	2.755227074
678	2.754946355
679	2.750000822
680	2.747394332
681	2.743547708
682	2.74193273
683	2.738654381
684	2.737791502
685	2.735242889
686	2.732425569
687	2.729949923
688	2.726275877
689	2.722003116
690	2.720952195
691	2.717419056
692	2.714928238
693	2.713050321
694	2.710661445
695	2.710354005
696	2.708388551
697	2.706822073
698	2.701452047
699	2.698680313
700	2.695129775
701	2.693089622
702	2.691875234
703	2.690448122
704	2.690153833
705	2.689461507
706	2.687796415
707	2.686437196
708	2.686112275
709	2.683832366
710	2.680086985
711	2.678768415
712	2.676824037
713	2.675011898
714	2.674141309
715	2.671943948
716	2.671666947
717	2.668915
718	2.665694399
719	2.665333327
720	2.663060589
721	2.662644481
722	2.661095418
723	2.659169921
724	2.65691169
725	2.654913037
726	2.65174536
727	2.649798267
728	2.645123852
729	2.642244027
730	2.637557891
731	2.634402186
732	2.629740918
733	2.629169613
734	2.628922379
735	2.625830066
736	2.623135158
737	2.621218151
738	2.619548521
739	2.616805314
740	2.6161758
741	2.613715942
742	2.60979431
743	2.609620826
744	2.609246558
745	2.607255595
746	2.606824824
747	2.605745619
748	2.60419173
749	2.59992514
750	2.598259067
751	2.595404974
752	2.591042807
753	2.588644377
754	2.585905166
755	2.584406393
756	2.582616463
757	2.581108387
758	2.576895431
759	2.571735339
760	2.570655676
761	2.570420578
762	2.569816669
763	2.567456604
764	2.566973689
765	2.564983249
766	2.561945245
767	2.558583735
768	2.555950228
769	2.554413755
770	2.550459515
771	2.54883412
772	2.546955799
773	2.546544853
774	2.54626721
775	2.546071593
776	2.544718354
777	2.544552005
778	2.542005416
779	2.539044482
780	2.538813344
781	2.534587546
782	2.530205802
783	2.527942915
784	2.522724291
785	2.520307419
786	2.517991678
787	2.515947815
788	2.514928807
789	2.514663121
790	2.514570411
791	2.510703159
792	2.507897009
793	2.506792231
794	2.506579097
795	2.50514803
796	2.503257644
797	2.501058592
798	2.498873677
799	2.497600462
800	2.497183371
801	2.494079774
802	2.492599858
803	2.48915071
804	2.485567029
805	2.481875698
806	2.479134082
807	2.478928025
808	2.477723227
809	2.473986651
810	2.471177461
811	2.468055012
812	2.463919613
813	2.459397619
814	2.457211481
815	2.45659036
816	2.455797573
817	2.453241885
818	2.449158991
819	2.448720459
820	2.448482506
821	2.445261421
822	2.443643653
823	2.441650559
824	2.438590896
825	2.437154079
826	2.434467738
827	2.434099196
828	2.432859858
829	2.430776131
830	2.430347226
831	2.428633094
832	2.427242941
833	2.424729541
834	2.42356407
835	2.422043317
836	2.420528488
837	2.417645009
838	2.414694544
839	2.412789168
840	2.41114281
841	2.409767335
842	2.409335186
843	2.407738362
844	2.406623723
845	2.40439446
846	2.403335436
847	2.400632744
848	2.399641538
849	2.39528494
850	2.39129284
851	2.389669728
852	2.388816039
853	2.387610303
854	2.386075456
855	2.384915025
856	2.383436381
857	2.382233508
858	2.380633501
859	2.378793404
860	2.375429862
861	2.374768525
862	2.373782875
863	2.371526486
864	2.369977079
865	2.368306799
866	2.366997212
867	2.364403172
868	2.362203858
869	2.360060329
870	2.356088822
871	2.354432805
872	2.354325133
873	2.352341835
874	2.351864398
875	2.349663075
876	2.346092482
877	2.345934923
878	2.345238601
879	2.342523888
880	2.338965539
881	2.337224802
882	2.336572545
883	2.333375789
884	2.331855065
885	2.331045777
886	2.329938582
887	2.32887619
888	2.326836409
889	2.326608848
890	2.325855672
891	2.323121084
892	2.320822193
893	2.31929189
894	2.319190137
895	2.318980924
896	2.317286653
897	2.315689323
898	2.314465295
899	2.313522268
900	2.310492914
901	2.30659751
902	2.304912537
903	2.303327402
904	2.302680783
905	2.299282683
906	2.298173972
907	2.295639837
908	2.294343765
909	2.291363751
910	2.290627398
911	2.290459371
912	2.286889836
913	2.285537661
914	2.28537359
915	2.285159615
916	2.283121248
917	2.280843843
918	2.280727207
919	2.279545515
920	2.277386954
921	2.273861255
922	2.271616208
923	2.271028398
924	2.268791683
925	2.267239915
926	2.266527487
927	2.265097628
928	2.26239603
929	2.260097569
930	2.258384863
931	2.257292245
932	2.254154796
933	2.252472161
934	2.250549166
935	2.247421646
936	2.244013541
937	2.242759678
938	2.24107709
939	2.239595583
940	2.239393506
941	2.238209139
942	2.23484491
943	2.232736965
944	2.230502288
945	2.227326973
946	2.226256688
947	2.224254117
948	2.223995079
949	2.220272246
950	2.220139245
951	2.219266871
952	2.217199041
953	2.21446655
954	2.212299854
955	2.212128803
956	2.2106409
957	2.20863635
958	2.205294735
959	2.203830384
960	2.202676408
961	2.201088454
962	2.199688403
963	2.198661093
964	2.19688589
965	2.195542848
966	2.19496408
967	2.191584431
968	2.190202247
969	2.18731087
970	2.184748375
971	2.184595599
972	2.182695752
973	2.181259424
974	2.176775336
975	2.175303557
976	2.171951463
977	2.171640061
978	2.168312705
979	2.165499969
980	2.164742668
981	2.163775941
982	2.161573403
983	2.161451503
984	2.160549612
985	2.15912805
986	2.158230413
987	2.158119973
988	2.156682309
989	2.1535418
990	2.151147479
991	2.150068243
992	2.147496924
993	2.146851192
994	2.144480584
995	2.142123901
996	2.140768512
997	2.139422234
998	2.1389345
999	2.138751016
